date,code,name,S,rank_pct,F_value,F_alpha,F_mom,water,wv,wa,wm,R_MDD,mdd_f,mdd_b,top3,pens,fwd6,fwd12
2024-12-31,000259,0,60.2,1.0,39.0,84.7,60.0,0.6541,0.4,0.35,0.25,0.791,-0.3353,-0.4238,0.336,,0.0221,0.241
2024-12-31,000411,1,58.2,0.9954,39.3,50.0,100.0,0.6541,0.4,0.35,0.25,0.934,-0.3983,-0.4264,0.376,,0.0676,0.9821
2024-12-31,000849,2,58.0,0.9908,38.7,50.0,100.0,0.6541,0.4,0.35,0.25,1.149,-0.4906,-0.427,0.346,,0.1167,0.6318
2024-12-31,165521,3,57.7,0.9839,36.8,80.0,60.0,0.6541,0.4,0.35,0.25,0.631,-0.2578,-0.4083,0.281,,0.1117,0.0915
2024-12-31,000573,4,57.7,0.9839,38.0,100.0,30.0,0.6541,0.4,0.35,0.25,0.376,-0.1581,-0.4209,0.287,,0.0432,0.2066
2024-12-31,580001,5,57.3,0.9747,39.4,47.3,100.0,0.6541,0.4,0.35,0.25,0.939,-0.4035,-0.43,0.382,,0.142,0.9599
2024-12-31,161211,6,57.3,0.9747,36.9,50.0,100.0,0.6541,0.4,0.35,0.25,0.62,-0.2544,-0.4105,0.281,,0.1085,0.0887
2024-12-31,164205,7,57.0,0.9677,38.7,47.3,100.0,0.6541,0.4,0.35,0.25,0.837,-0.3566,-0.4259,0.332,,0.0825,0.3383
2024-12-31,000688,8,56.1,0.9631,39.0,44.2,100.0,0.6541,0.4,0.35,0.25,1.06,-0.4549,-0.4293,0.381,,0.0513,0.8442
2024-12-31,290012,9,56.0,0.9585,38.9,94.2,30.0,0.6541,0.4,0.35,0.25,0.842,-0.3606,-0.4281,0.349,,0.1382,0.2724
2024-12-31,040025,10,54.0,0.9539,39.3,37.9,100.0,0.6541,0.4,0.35,0.25,1.087,-0.4674,-0.4299,0.389,,0.0161,0.6961
2024-12-31,164809,11,53.6,0.9493,38.4,37.9,100.0,0.6541,0.4,0.35,0.25,0.86,-0.3647,-0.4239,0.329,,0.0618,0.4504
2024-12-31,160625,12,53.3,0.9447,37.7,37.9,100.0,0.6541,0.4,0.35,0.25,0.707,-0.2978,-0.4214,0.307,,0.0335,0.1051
2024-12-31,000251,13,52.9,0.9401,36.5,66.5,60.0,0.6541,0.4,0.35,0.25,0.711,-0.2888,-0.4061,0.275,,0.1221,0.101
2024-12-31,040007,14,52.8,0.9355,39.1,34.7,100.0,0.6541,0.4,0.35,0.25,1.107,-0.4762,-0.4303,0.387,,-0.033,0.2592
2024-12-31,519181,15,52.7,0.9309,38.9,34.7,100.0,0.6541,0.4,0.35,0.25,1.039,-0.441,-0.4247,0.368,,-0.0453,0.683
2024-12-31,165522,16,51.7,0.924,39.1,31.6,100.0,0.6541,0.4,0.35,0.25,1.01,-0.435,-0.4309,0.394,,0.053,0.5405
2024-12-31,217019,17,51.7,0.924,39.2,31.6,100.0,0.6541,0.4,0.35,0.25,1.011,-0.4345,-0.4299,0.375,,0.035,0.6484
2024-12-31,000124,18,51.2,0.9171,37.9,31.6,100.0,0.6541,0.4,0.35,0.25,0.989,-0.4166,-0.4214,0.287,,-0.0058,0.1368
2024-12-31,000743,19,50.5,0.9124,38.7,100.0,0.0,0.6541,0.4,0.35,0.25,0.211,-0.0908,-0.431,0.405,,0.0586,0.1832
2024-12-31,000590,20,50.4,0.9078,38.4,100.0,0.0,0.6541,0.4,0.35,0.25,0.351,-0.1472,-0.4197,0.316,,0.027,0.0539
2024-12-31,519050,21,50.3,0.9032,38.2,100.0,0.0,0.6541,0.4,0.35,0.25,0.244,-0.1018,-0.4168,0.298,,0.0274,0.0961
2024-12-31,000390,22,50.2,0.8963,37.9,100.0,0.0,0.6541,0.4,0.35,0.25,0.655,-0.2754,-0.4202,0.309,,0.1636,1.1225
2024-12-31,202213,23,50.2,0.8963,38.0,100.0,0.0,0.6541,0.4,0.35,0.25,0.566,-0.2369,-0.4185,0.298,,0.0547,0.3773
