date,code,name,S,rank_pct,F_value,F_alpha,F_mom,water,wv,wa,wm,R_MDD,mdd_f,mdd_b,top3,pens,fwd6,fwd12
2019-03-31,290012,0,85.2,1.0,65.3,97.3,100.0,0.3612,0.4,0.35,0.25,1.032,-0.3208,-0.3108,0.598,,0.0072,0.1188
2019-03-31,519150,1,84.4,0.9954,63.3,97.3,100.0,0.3612,0.4,0.35,0.25,0.824,-0.2436,-0.2958,0.492,,0.0094,0.0755
2019-03-31,000423,2,83.1,0.9907,62.9,94.2,100.0,0.3612,0.4,0.35,0.25,0.907,-0.2691,-0.2967,0.49,,-0.0765,0.1221
2019-03-31,040011,3,77.2,0.9861,63.1,77.0,100.0,0.3612,0.4,0.35,0.25,0.617,-0.1807,-0.2928,0.48,,0.0031,0.0066
2019-03-31,519736,4,75.0,0.9815,62.6,100.0,60.0,0.3612,0.4,0.35,0.25,0.84,-0.2465,-0.2934,0.474,,0.0629,0.248
2019-03-31,000652,5,74.8,0.9769,64.3,68.7,100.0,0.3612,0.4,0.35,0.25,0.7,-0.2101,-0.3003,0.539,,0.005,0.1663
2019-03-31,000251,6,74.5,0.9722,61.3,100.0,60.0,0.3612,0.4,0.35,0.25,0.879,-0.2552,-0.2904,0.49,,0.0131,-0.0521
2019-03-31,000017,7,74.4,0.9676,63.0,69.1,100.0,0.3612,0.4,0.35,0.25,1.049,-0.3114,-0.297,0.499,,0.1109,0.188
2019-03-31,519158,8,74.2,0.963,63.7,96.3,60.0,0.3612,0.4,0.35,0.25,1.005,-0.3013,-0.2998,0.515,,0.0736,0.2486
2019-03-31,000390,9,73.8,0.9583,64.6,94.2,60.0,0.3612,0.4,0.35,0.25,0.818,-0.2499,-0.3056,0.569,,0.1068,0.3096
2019-03-31,450009,10,73.6,0.9537,62.2,67.9,100.0,0.3612,0.4,0.35,0.25,0.774,-0.2249,-0.2906,0.464,,0.0422,0.073
2019-03-31,000409,11,72.4,0.9491,64.4,90.5,60.0,0.3612,0.4,0.35,0.25,1.019,-0.3074,-0.3016,0.539,,0.0036,0.196
2019-03-31,720001,12,72.2,0.9444,64.1,61.6,100.0,0.3612,0.4,0.35,0.25,1.091,-0.3344,-0.3065,0.564,,0.2117,0.4471
