date,code,name,S,rank_pct,F_value,F_alpha,F_mom,water,wv,wa,wm,R_MDD,mdd_f,mdd_b,top3,pens,fwd6,fwd12
2020-12-31,000547,0,72.4,1.0,31.0,100.0,100.0,0.6406,0.4,0.35,0.25,1.071,-0.2906,-0.2714,0.526,,0.2273,0.2841
2020-12-31,000849,1,70.5,0.9954,34.1,91.0,100.0,0.6406,0.4,0.35,0.25,0.777,-0.1992,-0.2563,0.435,,-0.0018,-0.0729
2020-12-31,519150,2,69.1,0.9907,31.6,89.8,100.0,0.6406,0.4,0.35,0.25,0.73,-0.1841,-0.2523,0.465,,0.1519,0.0442
2020-12-31,169101,3,68.4,0.9861,31.7,87.9,100.0,0.6406,0.4,0.35,0.25,1.108,-0.2922,-0.2638,0.438,,-0.0705,-0.1164
2020-12-31,000409,4,67.7,0.9815,31.4,86.1,100.0,0.6406,0.4,0.35,0.25,0.998,-0.2695,-0.27,0.543,,0.3154,0.3236
2020-12-31,000884,5,65.2,0.9769,30.2,80.3,100.0,0.6406,0.4,0.35,0.25,1.125,-0.3017,-0.2683,0.499,,0.0363,-0.1215
2020-12-31,202027,6,63.9,0.9722,32.3,74.3,100.0,0.6406,0.4,0.35,0.25,0.996,-0.2742,-0.2752,0.523,,0.3149,0.25
2020-12-31,000390,7,63.6,0.9676,34.0,100.0,60.0,0.6406,0.4,0.35,0.25,0.958,-0.2499,-0.2607,0.439,,0.1451,0.1639
2020-12-31,202213,8,62.6,0.963,31.6,100.0,60.0,0.6406,0.4,0.35,0.25,0.517,-0.1348,-0.2605,0.46,,0.0957,0.1081
2020-12-31,000259,9,62.5,0.9583,31.3,100.0,60.0,0.6406,0.4,0.35,0.25,1.063,-0.2858,-0.269,0.514,,0.0774,0.1082
2020-12-31,519736,10,62.3,0.9537,30.8,100.0,60.0,0.6406,0.4,0.35,0.25,0.918,-0.2465,-0.2686,0.491,,0.0773,0.0059
2020-12-31,040011,11,62.1,0.9491,33.2,68.0,100.0,0.6406,0.4,0.35,0.25,0.675,-0.1807,-0.2675,0.483,,0.1333,0.0744
2020-12-31,000652,12,60.4,0.9444,33.3,63.0,100.0,0.6406,0.4,0.35,0.25,0.789,-0.2101,-0.2663,0.479,,0.0642,0.0697
2020-12-31,000743,13,59.8,0.9398,32.3,91.0,60.0,0.6406,0.4,0.35,0.25,0.889,-0.2373,-0.267,0.487,,0.0726,0.1104
2020-12-31,450009,14,58.9,0.9352,30.8,61.6,100.0,0.6406,0.4,0.35,0.25,0.843,-0.2249,-0.2668,0.453,,0.1171,0.0697
2020-12-31,470098,15,58.3,0.9306,32.2,58.4,100.0,0.6406,0.4,0.35,0.25,1.189,-0.3144,-0.2645,0.472,,0.2456,0.1959
2020-12-31,164205,16,57.9,0.9259,32.9,84.9,60.0,0.6406,0.4,0.35,0.25,1.081,-0.2887,-0.2671,0.473,,0.1124,-0.0303
2020-12-31,519918,17,55.9,0.9213,33.5,50.0,100.0,0.6406,0.4,0.35,0.25,1.009,-0.2708,-0.2682,0.489,,0.2747,0.6114
2020-12-31,700001,18,55.5,0.9167,32.5,50.0,100.0,0.6406,0.4,0.35,0.25,0.883,-0.2269,-0.257,0.425,,-0.0183,-0.0332
2020-12-31,519697,19,55.3,0.912,31.9,100.0,30.0,0.6406,0.4,0.35,0.25,0.668,-0.1765,-0.264,0.465,,0.0937,0.1439
2020-12-31,100039,20,55.2,0.9074,31.8,50.0,100.0,0.6406,0.4,0.35,0.25,0.824,-0.2236,-0.2712,0.51,,0.1701,0.0636
2020-12-31,161903,21,55.1,0.9028,31.6,50.0,100.0,0.6406,0.4,0.35,0.25,0.898,-0.231,-0.2572,0.54,,0.1448,-0.0322
2020-12-31,240011,22,54.7,0.8981,30.5,50.0,100.0,0.6406,0.4,0.35,0.25,1.157,-0.3101,-0.268,0.487,,0.0768,-0.0753
2020-12-31,270041,23,54.6,0.8935,30.2,100.0,30.0,0.6406,0.4,0.35,0.25,1.153,-0.3013,-0.2614,0.456,,-0.0725,-0.1594
2020-12-31,240005,24,54.2,0.8889,34.3,44.2,100.0,0.6406,0.4,0.35,0.25,1.188,-0.3094,-0.2604,0.388,,-0.039,0.0342
2020-12-31,160615,25,52.1,0.8843,31.8,41.0,100.0,0.6406,0.4,0.35,0.25,1.142,-0.2969,-0.2599,0.42,,0.0185,-0.0384
2020-12-31,202015,26,52.0,0.8796,31.7,41.0,100.0,0.6406,0.4,0.35,0.25,1.145,-0.2977,-0.26,0.421,,0.0034,-0.0616
2020-12-31,519158,27,51.6,0.875,31.5,89.9,30.0,0.6406,0.4,0.35,0.25,1.112,-0.3013,-0.271,0.521,,0.1657,0.1646
2020-12-31,000017,28,51.2,0.8704,30.0,69.2,60.0,0.6406,0.4,0.35,0.25,1.163,-0.3114,-0.2677,0.5,,0.0286,-0.2016
2020-12-31,165309,29,51.1,0.8657,32.0,37.9,100.0,0.6406,0.4,0.35,0.25,1.095,-0.2854,-0.2606,0.419,,0.0313,-0.0173
2020-12-31,165515,30,50.9,0.8611,31.7,37.9,100.0,0.6406,0.4,0.35,0.25,1.132,-0.2936,-0.2595,0.419,,0.0401,0.0035
2020-12-31,000251,31,50.8,0.8565,31.6,66.1,60.0,0.6406,0.4,0.35,0.25,0.99,-0.2552,-0.2579,0.407,,-0.046,-0.0172
2020-12-31,000066,32,50.6,0.8519,30.8,87.9,30.0,0.6406,0.4,0.35,0.25,0.419,-0.1077,-0.2571,0.408,,0.2821,0.2489
2020-12-31,000845,33,49.9,0.8449,31.8,84.7,30.0,0.6406,0.4,0.35,0.25,1.16,-0.3024,-0.2606,0.408,,-0.0372,-0.028
2020-12-31,000823,34,49.9,0.8449,31.9,34.7,100.0,0.6406,0.4,0.35,0.25,1.119,-0.2942,-0.2629,0.493,,0.1796,0.104
2020-12-31,530019,35,49.0,0.838,30.5,33.6,100.0,0.6406,0.4,0.35,0.25,1.137,-0.3009,-0.2645,0.498,,0.021,-0.0802
2020-12-31,000166,36,47.6,0.8333,31.5,100.0,0.0,0.6406,0.4,0.35,0.25,1.013,-0.2711,-0.2676,0.553,,-0.1427,-0.1949
2020-12-31,580009,37,47.2,0.8287,30.6,100.0,0.0,0.6406,0.4,0.35,0.25,0.902,-0.2409,-0.2671,0.497,,0.052,0.2208
2020-12-31,688888,38,47.1,0.8241,33.8,24.5,100.0,0.6406,0.4,0.35,0.25,1.145,-0.2951,-0.2578,0.386,,0.14,0.2269
2020-12-31,050022,39,47.0,0.8194,31.5,98.3,0.0,0.6406,0.4,0.35,0.25,1.04,-0.2717,-0.2613,0.51,,0.1156,0.0546
2020-12-31,519991,40,46.3,0.8148,31.9,52.9,60.0,0.6406,0.4,0.35,0.25,1.064,-0.2677,-0.2516,0.498,,0.0641,-0.1133
2020-12-31,000311,41,45.9,0.8102,32.0,51.6,60.0,0.6406,0.4,0.35,0.25,1.158,-0.3035,-0.2621,0.425,,0.0449,-0.0708
2020-12-31,673010,42,45.6,0.8056,33.3,70.8,30.0,0.6406,0.4,0.35,0.25,1.157,-0.298,-0.2575,0.467,,-0.0127,-0.108
2020-12-31,260117,43,45.3,0.8009,32.1,50.0,60.0,0.6406,0.4,0.35,0.25,1.022,-0.266,-0.2604,0.468,,0.0624,-0.0293
