date,code,name,S,rank_pct,F_value,F_alpha,F_mom,water,wv,wa,wm,R_MDD,mdd_f,mdd_b,top3,pens,fwd6,fwd12
2021-12-31,000714,0,54.2,1.0,,50.0,60.0,0.4401,0.4,0.35,0.25,0.881,-0.0836,-0.0949,0.43,,-0.1033,-0.0805
2021-12-31,000573,1,53.1,0.9931,,91.0,0.0,0.4401,0.4,0.35,0.25,0.397,-0.035,-0.0882,0.291,,0.0039,0.1294
2021-12-31,000196,2,53.1,0.9931,,91.0,0.0,0.4401,0.4,0.35,0.25,0.7,-0.0545,-0.0778,0.283,,-0.0121,-0.0177
2021-12-31,202213,3,41.7,0.9816,,100.0,60.0,0.4401,0.4,0.35,0.25,1.453,-0.1348,-0.0927,0.414,"回撤比值1.45∈(1.2,1.5](-50%)",-0.0759,-0.1009
2021-12-31,000590,4,41.7,0.9816,,50.0,30.0,0.4401,0.4,0.35,0.25,0.467,-0.0392,-0.0839,0.283,,-0.0029,-0.0642
2021-12-31,519130,5,41.7,0.9816,,50.0,30.0,0.4401,0.4,0.35,0.25,0.486,-0.0385,-0.0792,0.284,,-0.0201,-0.0557
2021-12-31,160220,6,38.1,0.9724,,87.9,60.0,0.4401,0.4,0.35,0.25,1.28,-0.121,-0.0946,0.413,"回撤比值1.28∈(1.2,1.5](-50%)",-0.0087,-0.0115
2021-12-31,519050,7,29.2,0.9677,,50.0,0.0,0.4401,0.4,0.35,0.25,0.421,-0.034,-0.0809,0.283,,-0.0206,-0.0507
2021-12-31,630008,8,29.1,0.9631,64.5,50.0,60.0,0.4401,0.4,0.35,0.25,1.358,-0.1388,-0.1022,0.441,"回撤比值1.36∈(1.2,1.5](-50%)",-0.0855,-0.028
2021-12-31,673010,9,0.0,0.4816,,41.0,0.0,0.4401,0.4,0.35,0.25,1.741,-0.1394,-0.08,0.386,回撤比值1.74>1.5(-100%),-0.1024,-0.1102
2021-12-31,000688,10,0.0,0.4816,,41.0,0.0,0.4401,0.4,0.35,0.25,2.257,-0.1943,-0.0861,0.295,回撤比值2.26>1.5(-100%),-0.2072,-0.265
2021-12-31,720001,11,0.0,0.4816,61.1,50.0,100.0,0.4401,0.4,0.35,0.25,2.618,-0.2701,-0.1032,0.501,回撤比值2.62>1.5(-100%),0.1449,-0.1022
2021-12-31,630001,12,0.0,0.4816,,31.6,60.0,0.4401,0.4,0.35,0.25,2.642,-0.2622,-0.0992,0.536,回撤比值2.64>1.5(-100%),-0.2142,-0.261
2021-12-31,000411,13,0.0,0.4816,,50.0,0.0,0.4401,0.4,0.35,0.25,1.848,-0.1467,-0.0794,0.265,回撤比值1.85>1.5(-100%),-0.0911,-0.0621
2021-12-31,310358,14,0.0,0.4816,,50.0,100.0,0.4401,0.4,0.35,0.25,2.456,-0.2375,-0.0967,0.471,回撤比值2.46>1.5(-100%),-0.1983,-0.2085
2021-12-31,162201,15,0.0,0.4816,,47.3,100.0,0.4401,0.4,0.35,0.25,3.525,-0.3504,-0.0994,0.583,回撤比值3.52>1.5(-100%),-0.0191,-0.1751
2021-12-31,000742,16,0.0,0.4816,51.2,50.0,0.0,0.4401,0.4,0.35,0.25,2.718,-0.2745,-0.101,0.571,回撤比值2.72>1.5(-100%),-0.0135,-0.2802
