date,code,name,S,rank_pct,F_value,F_alpha,F_mom,water,wv,wa,wm,R_MDD,mdd_f,mdd_b,top3,pens,fwd6,fwd12
2023-09-30,000573,0,87.3,1.0,68.3,100.0,100.0,0.3257,0.4,0.35,0.25,0.367,-0.1205,-0.3287,0.278,,0.0579,0.1446
2023-09-30,000390,1,87.2,0.9931,67.9,100.0,100.0,0.3257,0.4,0.35,0.25,0.936,-0.309,-0.33,0.305,,-0.0,0.038
2023-09-30,202213,2,87.2,0.9931,68.1,100.0,100.0,0.3257,0.4,0.35,0.25,0.517,-0.17,-0.3285,0.288,,-0.0041,0.0163
2023-09-30,000259,3,87.0,0.9862,67.5,100.0,100.0,0.3257,0.4,0.35,0.25,0.726,-0.2432,-0.3349,0.337,,-0.0944,0.0077
2023-09-30,160220,4,86.5,0.9816,68.7,97.3,100.0,0.3257,0.4,0.35,0.25,0.134,-0.0443,-0.3306,0.302,,-0.0037,0.0405
2023-09-30,000743,5,86.1,0.977,65.3,100.0,100.0,0.3257,0.4,0.35,0.25,0.191,-0.0631,-0.3306,0.375,,0.0084,0.0891
2023-09-30,000196,6,85.3,0.9724,68.4,94.2,100.0,0.3257,0.4,0.35,0.25,0.195,-0.0663,-0.3399,0.281,,-0.02,0.0545
2023-09-30,000590,7,83.9,0.9677,67.6,91.0,100.0,0.3257,0.4,0.35,0.25,0.34,-0.1143,-0.3364,0.292,,-0.0124,0.0475
2023-09-30,519050,8,81.9,0.9631,68.1,84.7,100.0,0.3257,0.4,0.35,0.25,0.205,-0.0675,-0.3292,0.288,,0.0057,0.0224
2023-09-30,290012,9,75.2,0.9585,68.2,94.2,60.0,0.3257,0.4,0.35,0.25,1.068,-0.3728,-0.3492,0.317,,0.0438,-0.1061
2023-09-30,210007,10,70.6,0.9539,70.3,50.0,100.0,0.3257,0.4,0.35,0.25,0.231,-0.0811,-0.3505,0.283,,0.0026,0.0213
2023-09-30,000066,11,70.1,0.9493,68.9,100.0,30.0,0.3257,0.4,0.35,0.25,0.838,-0.289,-0.3447,0.296,,-0.1464,-0.1491
2023-09-30,288001,12,70.0,0.9447,68.8,50.0,100.0,0.3257,0.4,0.35,0.25,0.712,-0.2434,-0.3417,0.283,,0.0031,0.0716
2023-09-30,165309,13,69.9,0.9401,68.6,50.0,100.0,0.3257,0.4,0.35,0.25,0.925,-0.3187,-0.3446,0.277,,-0.0434,0.0826
2023-09-30,270025,14,69.8,0.9355,68.3,50.0,100.0,0.3257,0.4,0.35,0.25,0.868,-0.2922,-0.3368,0.289,,-0.0659,-0.0503
2023-09-30,519033,15,69.7,0.9286,68.1,50.0,100.0,0.3257,0.4,0.35,0.25,0.784,-0.2599,-0.3313,0.287,,-0.0072,0.0523
2023-09-30,020009,16,69.7,0.9286,68.0,50.0,100.0,0.3257,0.4,0.35,0.25,0.998,-0.3258,-0.3265,0.311,,0.008,0.0526
2023-09-30,630008,17,69.6,0.9217,67.7,50.0,100.0,0.3257,0.4,0.35,0.25,1.177,-0.3832,-0.3256,0.339,,-0.1003,-0.0925
2023-09-30,519671,18,68.7,0.9171,67.8,47.3,100.0,0.3257,0.4,0.35,0.25,0.782,-0.2701,-0.3456,0.309,,0.0001,0.1872
2023-09-30,310398,19,67.6,0.9124,67.8,44.2,100.0,0.3257,0.4,0.35,0.25,0.737,-0.2546,-0.3452,0.307,,0.002,0.1714
2023-09-30,202015,20,66.8,0.9078,68.6,41.0,100.0,0.3257,0.4,0.35,0.25,1.013,-0.3493,-0.3448,0.277,,-0.0473,0.0848
2023-09-30,100038,21,65.7,0.9032,68.5,37.9,100.0,0.3257,0.4,0.35,0.25,1.062,-0.3613,-0.3401,0.274,,-0.0186,0.0754
2023-09-30,202019,22,65.6,0.8986,68.4,37.9,100.0,0.3257,0.4,0.35,0.25,1.0,-0.335,-0.3352,0.3,,-0.0669,0.0425
2023-09-30,161211,23,64.4,0.894,68.2,34.7,100.0,0.3257,0.4,0.35,0.25,0.859,-0.3009,-0.3505,0.325,,-0.0668,0.2247
2023-09-30,000925,24,63.5,0.8894,68.5,31.6,100.0,0.3257,0.4,0.35,0.25,1.006,-0.3413,-0.3394,0.266,,0.1254,0.1902
2023-09-30,160625,25,63.4,0.8848,68.3,31.6,100.0,0.3257,0.4,0.35,0.25,1.107,-0.3786,-0.342,0.312,,-0.1346,0.2062
2023-09-30,165521,26,63.3,0.8802,68.1,31.6,100.0,0.3257,0.4,0.35,0.25,0.846,-0.2962,-0.3503,0.326,,-0.0555,0.2002
2023-09-30,165508,27,63.2,0.8756,67.8,31.6,100.0,0.3257,0.4,0.35,0.25,0.968,-0.332,-0.343,0.295,,0.1036,0.1625
2023-09-30,420005,28,60.1,0.871,68.9,50.0,60.0,0.3257,0.4,0.35,0.25,0.945,-0.3122,-0.3303,0.275,,-0.1973,-0.2457
2023-09-30,165515,29,59.9,0.8641,68.6,50.0,60.0,0.3257,0.4,0.35,0.25,0.878,-0.303,-0.345,0.277,,-0.0544,0.0565
2023-09-30,162711,30,59.9,0.8641,68.4,50.0,60.0,0.3257,0.4,0.35,0.25,0.917,-0.3026,-0.33,0.287,,-0.0638,0.0085
2023-09-30,050024,31,59.8,0.8571,68.3,50.0,60.0,0.3257,0.4,0.35,0.25,0.851,-0.2934,-0.3449,0.284,,0.1499,0.1303
2023-09-30,320011,32,59.5,0.8525,67.4,50.0,60.0,0.3257,0.4,0.35,0.25,0.855,-0.2884,-0.3372,0.3,,-0.0432,-0.0065
2023-09-30,000534,33,59.3,0.8456,66.9,50.0,60.0,0.3257,0.4,0.35,0.25,0.93,-0.3064,-0.3295,0.36,,-0.1205,0.1106
2023-09-30,080002,34,59.3,0.8456,67.0,50.0,60.0,0.3257,0.4,0.35,0.25,0.896,-0.2967,-0.3313,0.357,,-0.1188,0.0687
2023-09-30,000423,35,59.0,0.8364,67.8,91.0,0.0,0.3257,0.4,0.35,0.25,0.815,-0.2591,-0.3178,0.265,,0.014,0.005
2023-09-30,450009,36,59.0,0.8364,68.7,47.3,60.0,0.3257,0.4,0.35,0.25,0.75,-0.2602,-0.3467,0.276,,-0.0923,0.0153
