date,code,name,S,rank_pct,F_value,F_alpha,F_mom,water,wv,wa,wm,R_MDD,mdd_f,mdd_b,top3,pens,fwd6,fwd12
2022-03-31,160220,0,100.0,0.9931,,100.0,100.0,0.2388,0.4,0.35,0.25,0.452,-0.121,-0.2677,0.285,,0.0035,0.016
2022-03-31,000390,1,100.0,0.9931,,100.0,100.0,0.2388,0.4,0.35,0.25,0.939,-0.258,-0.2746,0.308,,-0.0197,0.2623
2022-03-31,202213,2,100.0,0.9931,,100.0,100.0,0.2388,0.4,0.35,0.25,0.525,-0.1403,-0.2671,0.293,,-0.0457,0.0312
2022-03-31,000743,3,100.0,0.9931,,100.0,100.0,0.2388,0.4,0.35,0.25,0.817,-0.2072,-0.2536,0.326,,0.0257,0.0864
2022-03-31,000573,4,98.4,0.9816,,97.3,100.0,0.2388,0.4,0.35,0.25,0.131,-0.035,-0.2678,0.278,,0.013,0.1871
2022-03-31,000196,5,96.6,0.977,,94.2,100.0,0.2388,0.4,0.35,0.25,0.191,-0.0545,-0.2855,0.3,,-0.0012,0.0319
2022-03-31,000845,6,90.8,0.9724,,84.2,100.0,0.2388,0.4,0.35,0.25,0.639,-0.164,-0.2566,0.286,,-0.096,-0.1103
2022-03-31,000066,7,83.3,0.9677,,100.0,60.0,0.2388,0.4,0.35,0.25,0.793,-0.216,-0.2724,0.304,,-0.0268,0.0422
2022-03-31,000423,8,78.1,0.9631,,91.0,60.0,0.2388,0.4,0.35,0.25,0.813,-0.2411,-0.2964,0.34,,-0.0916,0.0068
2022-03-31,000259,9,73.4,0.9585,,83.0,60.0,0.2388,0.4,0.35,0.25,0.63,-0.1761,-0.2793,0.323,,-0.0315,0.0557
2022-03-31,000362,10,71.0,0.9539,,78.8,60.0,0.2388,0.4,0.35,0.25,0.836,-0.1978,-0.2366,0.28,,-0.1464,-0.0965
2022-03-31,000714,11,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.415,-0.1092,-0.2632,0.29,,-0.0308,-0.0039
2022-03-31,240008,12,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.745,-0.2031,-0.2727,0.287,,-0.1111,-0.0387
2022-03-31,240005,13,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.641,-0.1771,-0.2762,0.331,,-0.0936,0.0042
2022-03-31,519918,14,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.788,-0.2074,-0.2633,0.285,,-0.1644,-0.1446
2022-03-31,240004,15,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.896,-0.235,-0.2622,0.311,,-0.0398,0.146
2022-03-31,165515,16,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.805,-0.2288,-0.2842,0.304,,-0.094,-0.0132
2022-03-31,000590,17,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.207,-0.0559,-0.2698,0.28,,0.0186,-0.0047
2022-03-31,519013,18,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.906,-0.2454,-0.271,0.304,,-0.0413,-0.0629
2022-03-31,110029,19,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.734,-0.1958,-0.2668,0.311,,-0.0872,-0.0769
2022-03-31,720001,20,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,1.013,-0.2701,-0.2665,0.309,,-0.0873,-0.1714
2022-03-31,160215,21,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.673,-0.1651,-0.2455,0.293,,-0.057,0.0079
2022-03-31,519181,22,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,1.071,-0.2508,-0.2342,0.253,,-0.0674,-0.0695
2022-03-31,580005,23,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.961,-0.2673,-0.2781,0.3,,-0.0234,0.006
2022-03-31,460007,24,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.817,-0.2209,-0.2702,0.302,,-0.2043,-0.2105
2022-03-31,519033,25,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,1.071,-0.2979,-0.278,0.295,,-0.0497,-0.0245
2022-03-31,020001,26,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.714,-0.1732,-0.2427,0.289,,-0.0686,-0.0001
2022-03-31,519130,27,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.197,-0.0556,-0.282,0.308,,-0.0175,0.0294
2022-03-31,350002,28,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.646,-0.1761,-0.2727,0.286,,0.1232,0.4605
2022-03-31,165309,29,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.893,-0.2539,-0.2842,0.304,,-0.0874,-0.0046
2022-03-31,202019,30,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.924,-0.2488,-0.2692,0.29,,-0.1383,-0.1382
2022-03-31,519697,31,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.652,-0.1757,-0.2695,0.302,,-0.0524,0.0034
2022-03-31,420005,32,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.913,-0.2447,-0.2681,0.281,,-0.1147,0.0606
2022-03-31,519050,33,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.173,-0.0461,-0.267,0.284,,-0.0098,-0.0078
2022-03-31,270025,34,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.967,-0.2604,-0.2693,0.283,,-0.0506,0.1153
2022-03-31,688888,35,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.81,-0.2215,-0.2736,0.3,,-0.0389,0.0421
2022-03-31,206002,36,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.706,-0.1816,-0.2574,0.289,,0.0563,-0.0014
2022-03-31,590007,37,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.789,-0.2047,-0.2595,0.269,,-0.0912,-0.0577
2022-03-31,000652,38,70.8,0.8871,,50.0,100.0,0.2388,0.4,0.35,0.25,0.783,-0.2103,-0.2685,0.292,,-0.0875,0.0043
