date,code,name,S,rank_pct,F_value,F_alpha,F_mom,water,wv,wa,wm,R_MDD,mdd_f,mdd_b,top3,pens,fwd6,fwd12
2024-03-31,000743,0,88.7,1.0,71.8,100.0,100.0,0.2944,0.4,0.35,0.25,0.206,-0.0908,-0.441,0.351,,0.0749,0.1235
2024-03-31,290012,1,88.3,0.9931,70.7,100.0,100.0,0.2944,0.4,0.35,0.25,0.775,-0.3423,-0.4417,0.393,,-0.1992,-0.2113
2024-03-31,202213,2,88.3,0.9931,70.8,100.0,100.0,0.2944,0.4,0.35,0.25,0.548,-0.2369,-0.4321,0.339,,0.0351,0.0116
2024-03-31,160220,3,88.2,0.9862,70.5,100.0,100.0,0.2944,0.4,0.35,0.25,0.137,-0.0601,-0.4386,0.323,,0.0464,-0.0258
2024-03-31,000573,4,88.0,0.9816,70.1,100.0,100.0,0.2944,0.4,0.35,0.25,0.309,-0.1334,-0.4318,0.321,,0.0961,0.1162
2024-03-31,000590,5,87.4,0.9747,68.4,100.0,100.0,0.2944,0.4,0.35,0.25,0.349,-0.1472,-0.4224,0.334,,0.0629,0.0922
2024-03-31,000196,6,87.4,0.9747,68.4,100.0,100.0,0.2944,0.4,0.35,0.25,0.292,-0.1242,-0.4249,0.27,,0.0724,0.0181
2024-03-31,519050,7,86.7,0.9677,71.7,94.2,100.0,0.2944,0.4,0.35,0.25,0.232,-0.1018,-0.438,0.355,,0.0157,0.0267
2024-03-31,000423,8,86.4,0.9631,68.3,97.3,100.0,0.2944,0.4,0.35,0.25,0.619,-0.2591,-0.4185,0.301,,-0.095,-0.0348
2024-03-31,000714,9,82.3,0.9585,71.9,81.6,100.0,0.2944,0.4,0.35,0.25,1.163,-0.5252,-0.4514,0.408,,0.1132,0.4103
2024-03-31,580009,10,81.0,0.9539,73.0,76.6,100.0,0.2944,0.4,0.35,0.25,1.131,-0.5031,-0.4447,0.398,,0.2267,-0.0112
2024-03-31,160916,11,80.1,0.9493,71.7,75.6,100.0,0.2944,0.4,0.35,0.25,0.691,-0.3022,-0.4374,0.322,,0.1041,0.0298
2024-03-31,000259,12,78.8,0.9447,72.0,100.0,60.0,0.2944,0.4,0.35,0.25,0.755,-0.3353,-0.4441,0.347,,0.0787,0.0523
2024-03-31,000390,13,78.6,0.9401,71.6,100.0,60.0,0.2944,0.4,0.35,0.25,0.706,-0.309,-0.4379,0.351,,0.0495,0.0308
2024-03-31,210007,14,78.5,0.9355,70.2,72.7,100.0,0.2944,0.4,0.35,0.25,0.19,-0.0811,-0.4258,0.267,,0.0246,0.0097
2024-03-31,165521,15,75.3,0.9309,67.6,66.6,100.0,0.2944,0.4,0.35,0.25,0.681,-0.2886,-0.424,0.25,,0.2199,0.2045
2024-03-31,288001,16,71.3,0.9263,71.9,50.0,100.0,0.2944,0.4,0.35,0.25,0.699,-0.3078,-0.4407,0.345,,0.0604,0.0528
2024-03-31,020009,17,71.2,0.9194,71.7,50.0,100.0,0.2944,0.4,0.35,0.25,0.739,-0.3258,-0.4406,0.357,,0.0696,0.0645
2024-03-31,590007,18,71.2,0.9194,71.8,50.0,100.0,0.2944,0.4,0.35,0.25,0.885,-0.3831,-0.433,0.344,,0.0643,0.0435
2024-03-31,519033,19,71.1,0.9124,71.5,50.0,100.0,0.2944,0.4,0.35,0.25,0.735,-0.322,-0.438,0.345,,0.0649,0.0854
2024-03-31,050024,20,69.9,0.9078,68.5,50.0,100.0,0.2944,0.4,0.35,0.25,0.716,-0.2934,-0.4096,0.343,,0.0146,-0.0316
2024-03-31,310398,21,69.4,0.9032,67.2,50.0,100.0,0.2944,0.4,0.35,0.25,0.619,-0.2546,-0.4113,0.254,,0.1413,0.1285
2024-03-31,519671,22,69.3,0.8986,67.1,50.0,100.0,0.2944,0.4,0.35,0.25,0.661,-0.2701,-0.4086,0.25,,0.1549,0.1482
2024-03-31,160716,23,69.1,0.894,66.6,50.0,100.0,0.2944,0.4,0.35,0.25,0.531,-0.2135,-0.4022,0.242,,0.1474,0.1433
2024-03-31,206002,24,68.4,0.8894,72.7,41.0,100.0,0.2944,0.4,0.35,0.25,0.934,-0.4101,-0.439,0.363,,-0.0351,-0.0433
2024-03-31,519013,25,67.9,0.8848,71.4,41.0,100.0,0.2944,0.4,0.35,0.25,0.87,-0.375,-0.4312,0.34,,0.0618,0.1069
2024-03-31,000522,26,67.8,0.8802,73.9,37.9,100.0,0.2944,0.4,0.35,0.25,0.973,-0.4346,-0.4467,0.403,,0.2814,0.2456
2024-03-31,161211,27,67.3,0.8756,67.2,44.2,100.0,0.2944,0.4,0.35,0.25,0.71,-0.2988,-0.4206,0.244,,0.2629,0.2482
2024-03-31,481012,28,66.8,0.871,68.6,41.0,100.0,0.2944,0.4,0.35,0.25,1.046,-0.448,-0.4285,0.282,,0.0604,0.0213
2024-03-31,100038,29,66.4,0.8664,70.3,37.9,100.0,0.2944,0.4,0.35,0.25,0.829,-0.3578,-0.4315,0.296,,0.099,0.0407
2024-03-31,519181,30,66.0,0.8618,72.1,34.7,100.0,0.2944,0.4,0.35,0.25,1.003,-0.445,-0.4434,0.38,,0.2495,0.0241
2024-03-31,519120,31,65.9,0.8571,71.8,34.7,100.0,0.2944,0.4,0.35,0.25,1.045,-0.4623,-0.4422,0.355,,0.2293,0.224
2024-03-31,260117,32,65.6,0.8525,68.4,37.9,100.0,0.2944,0.4,0.35,0.25,0.789,-0.3285,-0.4166,0.364,,-0.0041,-0.0017
2024-03-31,040025,33,64.9,0.8456,72.2,31.6,100.0,0.2944,0.4,0.35,0.25,1.043,-0.4674,-0.4483,0.385,,0.2075,0.1345
2024-03-31,040007,34,64.9,0.8456,72.2,31.6,100.0,0.2944,0.4,0.35,0.25,1.065,-0.4762,-0.4472,0.384,,0.1949,0.1224
