date,code,name,S,rank_pct,F_value,F_alpha,F_mom,water,wv,wa,wm,R_MDD,mdd_f,mdd_b,top3,pens,fwd6,fwd12
2020-09-30,164205,0,75.8,1.0,39.4,100.0,100.0,0.5906,0.4,0.35,0.25,0.968,-0.2887,-0.2984,0.511,,0.2196,0.1285
2020-09-30,000362,1,75.1,0.9954,37.8,100.0,100.0,0.5906,0.4,0.35,0.25,1.084,-0.3248,-0.2995,0.55,,-0.0191,0.209
2020-09-30,519150,2,74.8,0.9884,36.9,100.0,100.0,0.5906,0.4,0.35,0.25,0.817,-0.2436,-0.2981,0.522,,0.2564,0.4314
2020-09-30,519736,3,74.8,0.9884,36.9,100.0,100.0,0.5906,0.4,0.35,0.25,0.842,-0.2465,-0.2929,0.51,,0.1483,0.1111
2020-09-30,000679,4,74.7,0.9792,36.7,100.0,100.0,0.5906,0.4,0.35,0.25,0.857,-0.2608,-0.3042,0.591,,0.1017,0.1516
2020-09-30,000884,5,74.7,0.9792,36.8,100.0,100.0,0.5906,0.4,0.35,0.25,1.001,-0.3017,-0.3014,0.557,,0.1328,0.2201
2020-09-30,000595,6,74.5,0.9722,36.2,100.0,100.0,0.5906,0.4,0.35,0.25,1.05,-0.3086,-0.2938,0.548,,0.0931,0.0661
2020-09-30,000339,7,74.4,0.9653,36.1,100.0,100.0,0.5906,0.4,0.35,0.25,0.74,-0.2287,-0.309,0.595,,0.0924,0.2136
2020-09-30,160916,8,74.4,0.9653,36.1,100.0,100.0,0.5906,0.4,0.35,0.25,0.83,-0.2395,-0.2887,0.524,,0.0438,0.0028
2020-09-30,000409,9,74.1,0.9583,37.5,97.3,100.0,0.5906,0.4,0.35,0.25,1.044,-0.3074,-0.2945,0.531,,0.1405,0.9052
2020-09-30,000878,10,74.0,0.9537,35.0,100.0,100.0,0.5906,0.4,0.35,0.25,0.994,-0.3069,-0.3087,0.606,,0.0705,0.1191
2020-09-30,240020,11,73.8,0.9491,34.4,100.0,100.0,0.5906,0.4,0.35,0.25,1.074,-0.338,-0.3147,0.621,,0.066,0.1973
2020-09-30,270041,12,73.3,0.9444,35.6,97.3,100.0,0.5906,0.4,0.35,0.25,1.021,-0.3013,-0.2953,0.529,,0.0663,-0.0366
2020-09-30,000746,13,73.2,0.9398,35.9,96.6,100.0,0.5906,0.4,0.35,0.25,1.161,-0.3428,-0.2953,0.552,,0.1093,0.1085
2020-09-30,000017,14,71.7,0.9352,36.7,91.6,100.0,0.5906,0.4,0.35,0.25,1.049,-0.3114,-0.2968,0.546,,0.0705,0.0124
2020-09-30,000684,15,71.4,0.9306,33.6,94.2,100.0,0.5906,0.4,0.35,0.25,0.747,-0.2265,-0.3033,0.59,,0.1309,0.1624
2020-09-30,470006,16,70.7,0.9259,33.8,92.0,100.0,0.5906,0.4,0.35,0.25,1.187,-0.3741,-0.3151,0.627,,0.1137,0.1765
2020-09-30,320022,17,70.2,0.9213,38.0,85.6,100.0,0.5906,0.4,0.35,0.25,0.818,-0.2447,-0.2992,0.546,,0.094,0.1885
2020-09-30,470098,18,69.9,0.9167,38.2,84.7,100.0,0.5906,0.4,0.35,0.25,1.083,-0.3144,-0.2904,0.497,,0.1688,0.437
2020-09-30,040011,19,69.8,0.912,38.4,84.2,100.0,0.5906,0.4,0.35,0.25,0.623,-0.1807,-0.2902,0.491,,0.1902,0.4322
2020-09-30,450009,20,69.1,0.9074,37.5,83.2,100.0,0.5906,0.4,0.35,0.25,0.757,-0.2249,-0.2971,0.504,,0.2349,0.2346
2020-09-30,700001,21,66.7,0.9005,37.6,76.2,100.0,0.5906,0.4,0.35,0.25,0.797,-0.2351,-0.2951,0.515,,0.1561,0.0946
2020-09-30,100029,22,66.7,0.9005,35.5,78.6,100.0,0.5906,0.4,0.35,0.25,0.926,-0.2733,-0.2951,0.549,,0.0614,0.2132
2020-09-30,000523,23,65.1,0.8935,37.7,100.0,60.0,0.5906,0.4,0.35,0.25,1.106,-0.3366,-0.3043,0.555,,-0.1084,-0.0256
2020-09-30,202213,24,65.0,0.8889,37.5,100.0,60.0,0.5906,0.4,0.35,0.25,0.454,-0.1348,-0.2966,0.533,,0.1161,0.2613
2020-09-30,580009,25,64.9,0.8819,37.2,100.0,60.0,0.5906,0.4,0.35,0.25,0.809,-0.2409,-0.2976,0.541,,-0.001,0.4224
2020-09-30,000020,26,64.9,0.8819,37.3,100.0,60.0,0.5906,0.4,0.35,0.25,1.1,-0.3246,-0.2951,0.532,,0.0245,0.1252
2020-09-30,202027,27,64.7,0.875,38.5,97.9,60.0,0.5906,0.4,0.35,0.25,0.994,-0.2966,-0.2983,0.532,,0.1721,0.6776
2020-09-30,000220,28,63.6,0.8704,34.0,100.0,60.0,0.5906,0.4,0.35,0.25,0.909,-0.2898,-0.3187,0.635,,0.1002,0.1604
2020-09-30,470008,29,63.0,0.8657,36.7,66.5,100.0,0.5906,0.4,0.35,0.25,1.164,-0.3532,-0.3033,0.55,,0.0546,0.1142
2020-09-30,377150,30,62.7,0.8611,35.9,66.8,100.0,0.5906,0.4,0.35,0.25,1.16,-0.3532,-0.3046,0.573,,0.183,0.214
2020-09-30,519068,31,61.2,0.8565,35.1,63.4,100.0,0.5906,0.4,0.35,0.25,1.096,-0.3186,-0.2906,0.522,,0.0366,-0.0315
2020-09-30,000652,32,61.0,0.8519,38.2,87.9,60.0,0.5906,0.4,0.35,0.25,0.706,-0.2101,-0.2979,0.526,,0.0591,0.1184
2020-09-30,000124,33,60.2,0.8472,36.8,58.6,100.0,0.5906,0.4,0.35,0.25,0.992,-0.2982,-0.3006,0.557,,0.0078,0.3676
2020-09-30,288001,34,60.1,0.8426,38.8,55.9,100.0,0.5906,0.4,0.35,0.25,0.82,-0.2419,-0.2949,0.525,,0.2023,0.5779
2020-09-30,260104,35,60.0,0.838,35.2,59.9,100.0,0.5906,0.4,0.35,0.25,1.06,-0.3072,-0.2897,0.504,,0.1825,0.1147
2020-09-30,163801,36,59.5,0.8333,36.4,85.4,60.0,0.5906,0.4,0.35,0.25,0.759,-0.2238,-0.2949,0.54,,0.0795,0.0502
2020-09-30,519991,37,59.0,0.8287,36.5,84.0,60.0,0.5906,0.4,0.35,0.25,0.923,-0.2677,-0.2901,0.52,,0.1949,0.0831
2020-09-30,162605,38,58.6,0.8241,34.9,56.1,100.0,0.5906,0.4,0.35,0.25,1.057,-0.3084,-0.2917,0.511,,0.2017,0.1401
2020-09-30,290012,39,58.0,0.8194,38.8,100.0,30.0,0.5906,0.4,0.35,0.25,1.084,-0.3208,-0.2959,0.523,,-0.1087,-0.2292
2020-09-30,519698,40,57.5,0.8148,37.6,50.0,100.0,0.5906,0.4,0.35,0.25,0.937,-0.2809,-0.3,0.536,,0.1278,0.3426
2020-09-30,240009,41,57.3,0.8102,37.0,50.0,100.0,0.5906,0.4,0.35,0.25,0.855,-0.2582,-0.3019,0.566,,0.1183,0.274
2020-09-30,200007,42,57.2,0.8032,37.1,78.1,60.0,0.5906,0.4,0.35,0.25,1.008,-0.2977,-0.2953,0.55,,0.0672,0.165
2020-09-30,519087,43,57.2,0.8032,36.7,50.0,100.0,0.5906,0.4,0.35,0.25,1.115,-0.3269,-0.293,0.541,,0.0243,0.0464
2020-09-30,310388,44,56.9,0.7963,35.9,50.0,100.0,0.5906,0.4,0.35,0.25,1.123,-0.3412,-0.3037,0.575,,0.1222,-0.0158
2020-09-30,400007,45,55.6,0.7917,35.9,46.3,100.0,0.5906,0.4,0.35,0.25,0.877,-0.2638,-0.3006,0.544,,0.1572,0.2339
2020-09-30,240011,46,54.9,0.787,36.1,44.2,100.0,0.5906,0.4,0.35,0.25,1.116,-0.3316,-0.2972,0.538,,0.1498,0.2748
2020-09-30,000534,47,53.9,0.7824,38.0,67.7,60.0,0.5906,0.4,0.35,0.25,1.011,-0.2979,-0.2946,0.533,,0.1019,0.3384
2020-09-30,580005,48,53.0,0.7778,36.9,66.3,60.0,0.5906,0.4,0.35,0.25,0.872,-0.2564,-0.2941,0.521,,0.1022,0.0124
2020-09-30,519918,49,51.8,0.7731,38.2,61.4,60.0,0.5906,0.4,0.35,0.25,1.136,-0.3302,-0.2906,0.523,,0.0794,0.663
2020-09-30,000390,50,50.8,0.7685,39.4,100.0,0.0,0.5906,0.4,0.35,0.25,0.841,-0.2499,-0.297,0.518,,0.246,0.5893
2020-09-30,163803,51,50.5,0.7639,36.1,31.6,100.0,0.5906,0.4,0.35,0.25,0.943,-0.2759,-0.2925,0.525,,0.1455,0.5164
2020-09-30,000166,52,50.4,0.7569,38.4,100.0,0.0,0.5906,0.4,0.35,0.25,0.801,-0.2395,-0.2988,0.548,,-0.0885,-0.0424
2020-09-30,519697,53,50.4,0.7569,38.5,100.0,0.0,0.5906,0.4,0.35,0.25,0.605,-0.1765,-0.2918,0.485,,0.0363,0.1982
2020-09-30,050022,54,50.1,0.75,37.8,100.0,0.0,0.5906,0.4,0.35,0.25,0.901,-0.2717,-0.3015,0.551,,0.0179,0.1645
2020-09-30,000547,55,50.0,0.7454,37.4,100.0,0.0,0.5906,0.4,0.35,0.25,0.997,-0.2993,-0.3001,0.55,,0.2736,0.6386
2020-09-30,040025,56,49.9,0.7384,38.5,98.5,0.0,0.5906,0.4,0.35,0.25,0.826,-0.243,-0.2942,0.535,,0.0437,0.3365
2020-09-30,002031,57,49.9,0.7384,37.3,100.0,0.0,0.5906,0.4,0.35,0.25,0.659,-0.1951,-0.2962,0.535,,0.0818,0.2538
2020-09-30,000259,58,49.8,0.7315,37.0,100.0,0.0,0.5906,0.4,0.35,0.25,0.972,-0.2858,-0.2941,0.528,,0.1004,0.3156
2020-09-30,000411,59,49.4,0.7245,38.3,54.4,60.0,0.5906,0.4,0.35,0.25,0.994,-0.2902,-0.2921,0.479,,0.111,0.1299
2020-09-30,519158,60,49.4,0.7245,38.3,97.3,0.0,0.5906,0.4,0.35,0.25,0.999,-0.3013,-0.3015,0.545,,0.0288,0.5264
2020-09-30,260117,61,48.2,0.7176,38.5,50.9,60.0,0.5906,0.4,0.35,0.25,0.904,-0.266,-0.2942,0.486,,0.1096,0.1102
2020-09-30,000849,62,48.1,0.713,39.0,50.0,60.0,0.5906,0.4,0.35,0.25,0.674,-0.1992,-0.2957,0.494,,0.0751,0.0431
2020-09-30,000423,63,47.4,0.7083,38.9,91.0,0.0,0.5906,0.4,0.35,0.25,0.932,-0.2691,-0.2887,0.498,,-0.0671,0.0485
2020-09-30,310328,64,47.3,0.7037,36.9,50.0,60.0,0.5906,0.4,0.35,0.25,1.037,-0.314,-0.3029,0.572,,0.0957,0.3838
2020-09-30,202007,65,47.2,0.6991,36.8,50.0,60.0,0.5906,0.4,0.35,0.25,0.734,-0.2217,-0.3022,0.56,,0.0339,-0.0007
2020-09-30,202002,66,47.0,0.6944,36.1,50.1,60.0,0.5906,0.4,0.35,0.25,0.958,-0.2872,-0.2998,0.564,,0.039,0.1709
2020-09-30,630008,67,46.9,0.6898,39.4,89.1,0.0,0.5906,0.4,0.35,0.25,0.813,-0.2404,-0.2957,0.51,,0.2031,0.5088
2020-09-30,100039,68,46.8,0.6852,37.8,69.2,30.0,0.5906,0.4,0.35,0.25,0.745,-0.2236,-0.3003,0.554,,0.1175,0.263
2020-09-30,320011,69,46.5,0.6806,38.3,46.2,60.0,0.5906,0.4,0.35,0.25,0.666,-0.1973,-0.2963,0.519,,0.1446,0.1774
2020-09-30,110026,70,46.4,0.6759,37.0,47.3,60.0,0.5906,0.4,0.35,0.25,1.17,-0.3542,-0.3028,0.567,,0.0634,0.2619
2020-09-30,688888,71,46.2,0.6713,39.7,43.8,60.0,0.5906,0.4,0.35,0.25,1.105,-0.3247,-0.2939,0.465,,0.2108,0.5235
2020-09-30,169101,72,45.0,0.6667,38.3,84.7,0.0,0.5906,0.4,0.35,0.25,0.997,-0.2922,-0.293,0.48,,0.1212,0.0384
2020-09-30,000573,73,44.3,0.6597,39.3,81.6,0.0,0.5906,0.4,0.35,0.25,0.105,-0.0304,-0.2906,0.475,,0.046,0.081
2020-09-30,000251,74,44.3,0.6597,39.4,81.6,0.0,0.5906,0.4,0.35,0.25,0.885,-0.2552,-0.2884,0.458,,0.0733,0.1068
2020-09-30,000066,75,43.8,0.6505,38.0,81.6,0.0,0.5906,0.4,0.35,0.25,0.37,-0.1077,-0.2911,0.474,,0.1428,0.3812
2020-09-30,000845,76,43.8,0.6505,38.2,81.6,0.0,0.5906,0.4,0.35,0.25,1.028,-0.3024,-0.294,0.489,,0.057,0.0037
2020-09-30,000743,77,43.7,0.6435,37.9,81.6,0.0,0.5906,0.4,0.35,0.25,0.816,-0.2391,-0.2929,0.503,,0.104,0.2115
2020-09-30,673010,78,43.6,0.6366,37.6,81.6,0.0,0.5906,0.4,0.35,0.25,1.063,-0.3144,-0.2956,0.537,,0.0276,-0.0006
2020-09-30,740101,79,43.6,0.6366,37.3,39.2,60.0,0.5906,0.4,0.35,0.25,1.101,-0.325,-0.2953,0.515,,0.0842,0.0901
2020-09-30,519674,80,43.0,0.6296,38.7,78.6,0.0,0.5906,0.4,0.35,0.25,1.09,-0.3245,-0.2977,0.541,,0.0701,0.369
2020-09-30,720001,81,41.1,0.625,38.0,74.0,0.0,0.5906,0.4,0.35,0.25,1.128,-0.3344,-0.2963,0.544,,0.1297,0.4906
2020-09-30,080002,82,40.9,0.6204,37.1,74.5,0.0,0.5906,0.4,0.35,0.25,0.944,-0.2781,-0.2946,0.528,,0.1469,0.3704
