date,code,name,S,rank_pct,F_value,F_alpha,F_mom,water,wv,wa,wm,R_MDD,mdd_f,mdd_b,top3,pens,fwd6,fwd12
2020-06-30,000423,0,78.6,1.0,46.6,100.0,100.0,0.4848,0.4,0.35,0.25,0.94,-0.2691,-0.2861,0.482,,0.0873,0.1091
2020-06-30,000595,1,78.1,0.9907,45.2,100.0,100.0,0.4848,0.4,0.35,0.25,1.064,-0.3086,-0.2901,0.49,,0.2628,0.3928
2020-06-30,160916,2,78.1,0.9907,45.2,100.0,100.0,0.4848,0.4,0.35,0.25,0.828,-0.2395,-0.2891,0.485,,0.2017,0.1961
2020-06-30,000362,3,78.1,0.9907,45.2,100.0,100.0,0.4848,0.4,0.35,0.25,1.055,-0.3248,-0.3079,0.578,,0.1266,0.2667
2020-06-30,000523,4,78.0,0.9815,45.1,100.0,100.0,0.4848,0.4,0.35,0.25,1.13,-0.3366,-0.2978,0.55,,0.0654,0.1753
2020-06-30,000259,5,77.9,0.9769,44.8,100.0,100.0,0.4848,0.4,0.35,0.25,0.954,-0.2858,-0.2997,0.536,,0.2722,0.3706
2020-06-30,000339,6,77.1,0.9699,42.8,100.0,100.0,0.4848,0.4,0.35,0.25,0.769,-0.2287,-0.2973,0.55,,0.1097,0.2543
2020-06-30,240020,7,77.1,0.9699,42.7,100.0,100.0,0.4848,0.4,0.35,0.25,1.146,-0.338,-0.2949,0.532,,0.0937,0.2802
2020-06-30,000220,8,76.2,0.963,40.6,100.0,100.0,0.4848,0.4,0.35,0.25,0.966,-0.2898,-0.2999,0.558,,0.1101,0.3227
2020-06-30,000684,9,71.3,0.9583,41.6,84.7,100.0,0.4848,0.4,0.35,0.25,0.721,-0.2265,-0.3142,0.604,,0.2836,0.5023
2020-06-30,000746,10,70.7,0.9537,43.3,81.2,100.0,0.4848,0.4,0.35,0.25,1.195,-0.3428,-0.2867,0.496,,0.4515,0.4871
2020-06-30,320022,11,70.3,0.9491,46.0,77.0,100.0,0.4848,0.4,0.35,0.25,0.84,-0.2447,-0.2912,0.49,,0.2323,0.387
2020-06-30,519991,12,69.7,0.9444,45.3,75.9,100.0,0.4848,0.4,0.35,0.25,0.929,-0.2677,-0.2882,0.477,,0.2926,0.3754
2020-06-30,200007,13,69.0,0.9398,44.2,75.3,100.0,0.4848,0.4,0.35,0.25,0.979,-0.2977,-0.3042,0.562,,0.2158,0.3304
2020-06-30,000534,14,68.7,0.9352,45.8,72.5,100.0,0.4848,0.4,0.35,0.25,0.987,-0.2979,-0.3018,0.555,,0.262,0.4779
2020-06-30,519736,15,68.2,0.9282,45.6,100.0,60.0,0.4848,0.4,0.35,0.25,0.874,-0.2465,-0.2822,0.455,,0.3036,0.4044
2020-06-30,050022,16,68.2,0.9282,45.4,100.0,60.0,0.4848,0.4,0.35,0.25,0.899,-0.2717,-0.3023,0.542,,0.19,0.3276
2020-06-30,000020,17,67.8,0.9213,45.9,98.4,60.0,0.4848,0.4,0.35,0.25,1.092,-0.3246,-0.2973,0.505,,0.2711,0.3519
2020-06-30,270041,18,67.6,0.9167,43.9,100.0,60.0,0.4848,0.4,0.35,0.25,1.08,-0.3013,-0.279,0.47,,0.2833,0.1903
2020-06-30,000878,19,67.3,0.9097,43.6,99.7,60.0,0.4848,0.4,0.35,0.25,1.046,-0.3069,-0.2934,0.521,,0.1401,0.2258
2020-06-30,040025,20,67.3,0.9097,45.6,97.2,60.0,0.4848,0.4,0.35,0.25,0.81,-0.243,-0.3,0.546,,0.2244,0.5358
2020-06-30,000166,21,67.1,0.9028,45.2,97.3,60.0,0.4848,0.4,0.35,0.25,0.77,-0.2395,-0.3109,0.599,,0.0059,-0.1377
2020-06-30,100029,22,66.3,0.8981,44.1,67.6,100.0,0.4848,0.4,0.35,0.25,0.944,-0.2733,-0.2896,0.494,,0.2085,0.3932
2020-06-30,202213,23,66.1,0.8912,45.4,94.2,60.0,0.4848,0.4,0.35,0.25,0.459,-0.1348,-0.2938,0.505,,0.2719,0.3937
2020-06-30,000547,24,66.1,0.8912,45.3,94.2,60.0,0.4848,0.4,0.35,0.25,0.997,-0.2993,-0.3003,0.551,,0.3309,0.6334
2020-06-30,000884,25,64.7,0.8843,44.8,90.9,60.0,0.4848,0.4,0.35,0.25,1.041,-0.3017,-0.2898,0.487,,0.4518,0.5045
2020-06-30,377150,26,64.5,0.8796,42.6,64.3,100.0,0.4848,0.4,0.35,0.25,1.197,-0.3532,-0.2952,0.525,,0.2887,0.4467
2020-06-30,000679,27,63.4,0.8727,44.1,87.9,60.0,0.4848,0.4,0.35,0.25,0.863,-0.2608,-0.3023,0.557,,0.3195,0.3842
2020-06-30,000409,28,63.4,0.8727,46.0,85.7,60.0,0.4848,0.4,0.35,0.25,1.035,-0.3074,-0.2969,0.517,,0.6136,1.1226
