date,code,name,S,rank_pct,F_value,F_alpha,F_mom,water,wv,wa,wm,R_MDD,mdd_f,mdd_b,top3,pens,fwd6,fwd12
2025-09-30,000390,0,60.0,1.0,0.0,100.0,100.0,0.8529,0.4,0.35,0.25,0.823,-0.2754,-0.3345,0.506,,0.5357,
2025-09-30,160220,1,53.6,0.9954,0.0,81.6,100.0,0.8529,0.4,0.35,0.25,0.47,-0.1563,-0.3326,0.484,,0.297,
2025-09-30,240020,2,49.1,0.9908,0.0,68.8,100.0,0.8529,0.4,0.35,0.25,0.988,-0.3413,-0.3453,0.463,,-0.0614,
2025-09-30,000688,3,46.1,0.9862,0.0,60.2,100.0,0.8529,0.4,0.35,0.25,1.054,-0.3503,-0.3324,0.476,,0.2962,
2025-09-30,000411,4,45.4,0.9816,0.0,58.4,100.0,0.8529,0.4,0.35,0.25,1.048,-0.353,-0.3368,0.514,,0.395,
2025-09-30,580001,5,40.5,0.977,0.0,44.2,100.0,0.8529,0.4,0.35,0.25,1.176,-0.3911,-0.3325,0.501,,0.0782,
2025-09-30,000534,6,39.4,0.9677,0.0,41.0,100.0,0.8529,0.4,0.35,0.25,1.15,-0.3721,-0.3235,0.451,,0.0654,
2025-09-30,217019,7,39.4,0.9677,0.0,41.0,100.0,0.8529,0.4,0.35,0.25,1.05,-0.3489,-0.3322,0.487,,0.1066,
2025-09-30,000522,8,39.4,0.9677,0.0,41.0,100.0,0.8529,0.4,0.35,0.25,1.087,-0.3613,-0.3324,0.507,,0.2424,
2025-09-30,000339,9,37.7,0.9585,0.0,36.2,100.0,0.8529,0.4,0.35,0.25,1.134,-0.3904,-0.3444,0.468,,-0.0499,
2025-09-30,202019,10,37.1,0.9539,0.0,34.7,100.0,0.8529,0.4,0.35,0.25,0.952,-0.3169,-0.3329,0.429,,0.0768,
2025-09-30,110025,11,36.1,0.9493,0.0,31.6,100.0,0.8529,0.4,0.35,0.25,0.647,-0.2093,-0.3233,0.34,,0.3636,
2025-09-30,000746,12,34.1,0.9447,0.0,97.3,0.0,0.8529,0.4,0.35,0.25,0.582,-0.1877,-0.3226,0.343,,0.1861,
2025-09-30,000573,13,33.0,0.9401,0.0,94.2,0.0,0.8529,0.4,0.35,0.25,0.497,-0.1581,-0.3178,0.326,,0.0021,
2025-09-30,000423,14,32.5,0.9309,0.0,50.0,60.0,0.8529,0.4,0.35,0.25,0.615,-0.16,-0.2601,0.368,,0.1004,
2025-09-30,020009,15,32.5,0.9309,0.0,50.0,60.0,0.8529,0.4,0.35,0.25,0.724,-0.2382,-0.3291,0.386,,0.0667,
2025-09-30,290012,16,32.5,0.9309,0.0,50.0,60.0,0.8529,0.4,0.35,0.25,1.072,-0.3606,-0.3365,0.4,,-0.1862,
2025-09-30,000849,17,31.8,0.9217,0.0,91.0,0.0,0.8529,0.4,0.35,0.25,1.027,-0.3442,-0.335,0.386,,0.1039,
2025-09-30,202213,18,30.8,0.9124,0.0,87.9,0.0,0.8529,0.4,0.35,0.25,0.533,-0.1754,-0.3292,0.383,,0.099,
2025-09-30,000743,19,30.8,0.9124,0.0,87.9,0.0,0.8529,0.4,0.35,0.25,0.278,-0.0908,-0.3264,0.433,,0.0096,
2025-09-30,000684,20,30.8,0.9124,0.0,87.9,0.0,0.8529,0.4,0.35,0.25,0.779,-0.2661,-0.3415,0.437,,-0.1388,
2025-09-30,260117,21,30.5,0.9032,0.0,44.2,60.0,0.8529,0.4,0.35,0.25,0.71,-0.2274,-0.3204,0.342,,0.1376,
2025-09-30,000523,22,30.4,0.8986,0.0,15.4,100.0,0.8529,0.4,0.35,0.25,1.033,-0.3524,-0.3409,0.426,,-0.0325,
