date,code,name,S,rank_pct,F_value,F_alpha,F_mom,water,wv,wa,wm,R_MDD,mdd_f,mdd_b,top3,pens,fwd6,fwd12
2021-03-31,000390,0,75.4,1.0,38.4,100.0,100.0,0.588,0.4,0.35,0.25,1.018,-0.2499,-0.2454,0.432,,0.237,0.2026
2021-03-31,000547,1,73.2,0.9954,32.9,100.0,100.0,0.588,0.4,0.35,0.25,1.008,-0.247,-0.245,0.514,,0.2371,0.022
2021-03-31,000066,2,68.4,0.9907,31.5,87.9,100.0,0.588,0.4,0.35,0.25,0.775,-0.189,-0.2439,0.528,,0.1331,0.0236
2021-03-31,630008,3,64.8,0.9861,37.8,70.4,100.0,0.588,0.4,0.35,0.25,0.977,-0.2404,-0.2461,0.438,,0.2153,-0.0577
2021-03-31,000689,4,61.0,0.9815,32.1,66.1,100.0,0.588,0.4,0.35,0.25,0.977,-0.2492,-0.255,0.529,,0.9187,0.7355
2021-03-31,519736,5,60.0,0.9769,0.0,100.0,100.0,0.588,0.4,0.35,0.25,1.04,-0.2465,-0.2372,0.555,,-0.0398,-0.2195
2021-03-31,202027,6,58.8,0.9722,32.4,59.6,100.0,0.588,0.4,0.35,0.25,1.088,-0.2742,-0.2521,0.51,,0.2995,-0.0302
2021-03-31,720001,7,57.3,0.9676,37.0,50.0,100.0,0.588,0.4,0.35,0.25,1.13,-0.2701,-0.239,0.455,,0.2734,0.3405
2021-03-31,700001,8,56.2,0.963,32.1,52.5,100.0,0.588,0.4,0.35,0.25,0.956,-0.2269,-0.2372,0.512,,-0.07,-0.1618
2021-03-31,450009,9,55.9,0.9583,30.7,53.3,100.0,0.588,0.4,0.35,0.25,0.975,-0.2249,-0.2307,0.538,,-0.0201,-0.1291
2021-03-31,100039,10,55.3,0.9537,32.1,50.0,100.0,0.588,0.4,0.35,0.25,0.882,-0.2187,-0.2481,0.528,,0.1032,-0.1859
2021-03-31,040011,11,55.2,0.9491,31.0,50.8,100.0,0.588,0.4,0.35,0.25,0.778,-0.1919,-0.2467,0.524,,0.1677,-0.0332
2021-03-31,000251,12,55.0,0.9444,32.4,77.4,60.0,0.588,0.4,0.35,0.25,0.81,-0.1874,-0.2314,0.493,,0.0057,0.0139
2021-03-31,290004,13,54.9,0.9398,31.0,50.0,100.0,0.588,0.4,0.35,0.25,1.184,-0.2963,-0.2501,0.527,,0.0572,-0.2343
2021-03-31,163818,14,54.7,0.9352,32.9,47.3,100.0,0.588,0.4,0.35,0.25,1.057,-0.258,-0.2441,0.518,,0.1959,-0.0215
2021-03-31,000534,15,54.2,0.9306,31.5,47.3,100.0,0.588,0.4,0.35,0.25,1.092,-0.2683,-0.2458,0.53,,0.1637,0.007
2021-03-31,288001,16,52.9,0.9259,33.9,41.0,100.0,0.588,0.4,0.35,0.25,0.974,-0.2419,-0.2483,0.49,,0.2817,0.2317
2021-03-31,165309,17,52.5,0.9213,30.2,44.2,100.0,0.588,0.4,0.35,0.25,1.04,-0.2466,-0.2371,0.518,,0.0325,-0.1105
2021-03-31,580009,18,51.8,0.9167,30.2,92.1,30.0,0.588,0.4,0.35,0.25,1.076,-0.2688,-0.2498,0.551,,0.3349,0.2024
2021-03-31,688888,19,51.0,0.912,33.1,65.0,60.0,0.588,0.4,0.35,0.25,1.162,-0.2761,-0.2376,0.491,,0.2025,0.1806
2021-03-31,519908,20,48.5,0.9051,30.5,32.4,100.0,0.588,0.4,0.35,0.25,1.023,-0.2599,-0.2542,0.536,,0.3248,0.212
2021-03-31,000362,21,48.5,0.9051,36.1,97.3,0.0,0.588,0.4,0.35,0.25,1.131,-0.2824,-0.2497,0.494,,0.1414,-0.0298
2021-03-31,519697,22,47.6,0.8981,31.4,100.0,0.0,0.588,0.4,0.35,0.25,0.73,-0.1765,-0.2417,0.541,,0.1231,0.0499
2021-03-31,000124,23,44.7,0.8935,30.6,50.0,60.0,0.588,0.4,0.35,0.25,1.068,-0.2662,-0.2492,0.555,,0.3076,0.0111
