as_of,published_at,title,page_url,file_url
2026-06-30,,公募基金产品索引（截至20260630）,https://www.csrc.gov.cn/csrc/c101900/c1029655/content.shtml,https://www.csrc.gov.cn/csrc/c101900/c1029655/1029655/files/%E5%85%AC%E5%8B%9F%E5%9F%BA%E9%87%91%E4%BA%A7%E5%93%81%E7%B4%A2%E5%BC%95%EF%BC%88%E6%88%AA%E8%87%B320260630%EF%BC%89.xlsx
