checkpoint_id,family_key,stratum_status,stratum_era,split_role,trigger,source_doc,document_applicability,section_heading,section_page_start,section_locator,root_cause_reason,clause_parse_status,candidate_document_count,causal_candidate_count
d5e9c26c536b2774c09f36b781133ccc264942bb9ebc3e65beaf554a3c15bf8c,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,TERMINAL_STATE,fund_master:850688,,,,,DATE_OR_STAGE_UNDETERMINED,NOT_ATTEMPTED,30,0
5e1d0fde34746c7f2b45686ce75065ad18e0b9a9a8e5f2a0756d61f7e4489c2e,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_606558.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
b877bbec68c0f6da084294928412c6cd0691df11072c3a2439e1396b0828efdc,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_606559.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
45a5e2e71b2ddadfd0d65531834776e18870756abef50597449bc41bdf56e711,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_606560.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
fd371d4c10829b13fc7bb0698dd222ef73bbbe3bae6df507c0f3d0a3b3fed5ca,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_606562.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
e89d4548fb49e14dd026733f81f86e120b87e71779ea15b2b07f03bf8844f8b7,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_606563.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
65bbc994ec00bb990156fffc2122715eabe543e09edf52a3a47f0d359d66efee,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,INCEPTION,850006_606563.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,30,5
0ee730338fa3c692903f11450157c614415ff178a91f82a135701fe6565a2fdd,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_678069.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
caf00d4f600af4909d17195b017f76cd269b42418926ea1c6ca8c9602e6ed1d0,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_678104.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
0ce229c12b70738986142fe9871553cef8b806b418051f40868aea4b2b0caf1d,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_678107.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
42615aa7e3b8e5c940f4803927fb7ba4e94bf7ac772065c87bbe483bc5f760a7,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_678111.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
9c8f108c6818a9d09a8f6c1118f766f1f9d51506312d9313691d0af1d4c3cab2,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_825106.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
83384df6a820d59f597671f0b7bd606be7d331deeb257f04fac1d8cca7972f5f,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_825154.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
11d98417e067d059105901b9bf8047a61fd7d357647867a30d76409b77733350,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_825156.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
38fb925fbc0a043288e74596b46b42b9c99434d0ecc3af7b9cc76d7621093913,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_825157.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
2976ab8303d448bf24ad95d86720b24dea3889c499a4801c70105d228e1468da,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_981743.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
cc17c22e55769c30061a87f019e97faa8f2bc651150876cb1bfb1a834fe6a05a,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_981744.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
fc95809bb0b50d92d0201bdda85c1f12929584f760a837946820aa8dbbff3bac,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_981746.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
6877002180fb60ba78e20e734400191e1022411f0dd18c39846c43a7d63e5359,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_981747.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
5351d830ef62e4d06940211d7d5642ca1e0ac82dab41d50c97fdcf827b9c46c5,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_1099050.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
9ac9b3cebda47a5f8b52dd070b98adba65ca4324113a09baf408f9f3a25b1b5e,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_1099051.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
2f5ec8fcb2ed876c8a4651052ffaab7edc6b50e8510a4705edfc5c1e982552aa,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_1099052.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
d2c23979a2672c18f4488c152083cbd8fe78fa577bc97b28538a0d36239ae97f,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_1119360.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
f5669164476f74080f7dd821b7944183b3e83f2308b5264b21bcd052a2ef3ee0,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_1119361.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
83a9731c634fba82fa730bc98263e9b1cc03e177d069c5bb135367d955fa62e7,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_1119362.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
9fe9a1f32ed1bd0a53b4367390b9512125176264c7e54e91b420361a6bf417e0,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_1119363.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
c7cd20ac336bdddb54eb3f85f63048eae9c1bf5e9c333c4319d5f30ef3a5a727,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_1119364.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
49af495a068c3489dddf48d808596cbe575a39cbf85c372788c7e2842ddfbd21,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_1208467.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
9bb026a0ffcc9570afdc193686a8bad0f855492a2142991d29a13a5a98d3c2a5,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_1208470.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
810e691ee0992b7c4e9094b312b505001745eee5ebff7be28074f55fb7d166ff,上海海通证券资产管理有限公司|海通红利优选一年持有期混合-,清盘,2020_2026,untouched_validation,SECTION_UNCOMPARABLE,850006_1208471.pdf,APPLICABLE,,,,EQUITY_CLAUSE_NOT_FOUND,NOT_PARSED,1,1
